"user_name","text","rating.x","url_cleaned","rubbish.x","id.x","user_id","id.y","name","price","rating.y","review_count","city","state","zip_code","rubbish.y","latitude","longitude"
"Charisma H.","This is such a wonderful neighborhood coffee shop. We've been going here since we moved to the neighborhood and you really get to see all types here--from...",5,"https://www.yelp.com/biz/frenchy-coffee-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=uS2yeGDBnsMFM1S7Rmnx5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","frenchy-coffee-new-york","Wn2hKKk7aK8xkQ_qq3flvQ","06s4v9tM5JLnsa8UlZFHtQ","Frenchy Coffee","$",4.5,96,"New York","NY","10029","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7899,-73.9483
"Kate E.","Great coffee and incredible drink menu with an amazing happy hour (specifically the Prosecco). I was a frequent customer at Five & Dime prior to the...",5,"https://www.yelp.com/biz/five-and-dime-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=jElkynOnIlklQvxxA7N60w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","five-and-dime-new-york","Ccva93CziyiDn9qhDnke0w","OQOr0DE1HtSNfxO5_mwfFg","Five & Dime","$$",4.5,87,"New York","NY","10007","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7126,-74.008
"Rich B.","Exceptionally tasty bread. 
Exceptionally friendly folks.
We do breakfast here at least once a week. Recommend their massive croissants if you want to get...",5,"https://www.yelp.com/biz/winner-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=7V38a1Kgffk9CHvRgT83Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","winner-brooklyn","Il9EB1SLBALhvp7GOVMokw","xGkjOhRnsIQz_maA6tfhbA","Winner","NULL",4.5,60,"Brooklyn","NY","11215","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6657,-73.9824
"Elle G.","Logan and his staff went the extra mile to make sure my coffee got to me. UPS was having some delivery issues and delays (understandable, as there is a lot...",5,"https://www.yelp.com/biz/abbotsford-road-coffee-specialists-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=XB29DZlEuPyKl5aMH-TEiQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","abbotsford-road-coffee-specialists-brooklyn","RuX9fhgSxpW0Yw8KW6X3cQ","TQNhPJC5PeUcm901UPd7Sw","Abbotsford Road Coffee Specialists","$$",4.5,35,"Brooklyn","NY","11217","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6793,-73.9854
"Sharang T.","I had a large cold brew (no milk no sugar) and (on another yelper's suggestion) the buffalo chicken quesadilla.  The coffee was delicious; it was a warm day...",4,"https://www.yelp.com/biz/kofi-coffee-and-bakery-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=30T59QvqW5W2r-EPvFbA-w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","kofi-coffee-and-bakery-new-york","ujcZjGjvI4SFVwU0CFbrng","LVF4FN3E2a384T-piBJlVw","KOFI Coffee & Bakery","NULL",4.5,8,"New York","NY","10065","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7616,-73.9631
"Margaret G.","This is a great cafe -- great coffee, great pastries, nice place to hang out Post-COVID. AND you really have to try their take out only, pre order only,...",5,"https://www.yelp.com/biz/buunni-coffee-bronx-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=PW2rdUO78u9wTMnANCBvqA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","buunni-coffee-bronx-2","7SeQuaEAS9261FBbuYFvhw","1QR-AV2_9HB4YnwOLf-sJg","Buunni Coffee","$$",4.5,36,"Bronx","NY","10463","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.8868,-73.9069
"Christopher T.","Wow, Marine Park Coffee was actually superb. It's amazing and everyone who works here seems like they are really proud of it. Everything we ordered was...",5,"https://www.yelp.com/biz/marine-park-coffee-brooklyn-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=F6tNwYG9QmLtPAp50caFZA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","marine-park-coffee-brooklyn-2","t__8mWsHFgPg5iJ7Y1WQCw","VI7gDy85t9j4jzp7IawaTg","Marine Park Coffee","NULL",4.5,5,"Brooklyn","NY","11234","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6091,-73.9326
"Marceau L.","This place is f**king awesome. Imagine an atmosphere like that show Cheers but for gamers, and computer nerds. If starbucks and gamestop had a baby this is...",5,"https://www.yelp.com/biz/waypoint-cafe-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=IWx3PLrd2M6h_NenC2XOqg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","waypoint-cafe-new-york","gxnzCMN1fBM2nSirl8tsZQ","IoH3Ge5pRjo4pWRI9T_EIA","Waypoint Cafe","$",4.5,29,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7173,-73.9899
"Angela Z.","Boujie doughnuts, but they're worth the price! Every time I bite into a creation from The Doughnut Project, I am always amazed and proceed to wolf down the...",5,"https://www.yelp.com/biz/the-doughnut-project-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=0HGRmmGN6YoTV2s-qOWliA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","the-doughnut-project-new-york","IsKlWwq91Pb2H2i02HLJpg","c6UUcUTbwbk0kOpF6jVOJQ","The Doughnut Project","$",4.5,487,"New York","NY","10014","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7312,-74.0035
"Michelle R.","St Kilda is a great spot, but easy to miss because of its rather unfortunate location next to one of the neighborhood's shadier convenience stores.

The...",4,"https://www.yelp.com/biz/st-kilda-coffee-new-york-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=uGf03vvrXxTz4J88lAqLMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","st-kilda-coffee-new-york-3","T1crBdNwBt2caTkDeh4u2g","eeF68ww4RKu3ymh8W_6Zmw","St Kilda Coffee","NULL",4.5,18,"New York","NY","10011","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7439,-73.9997
"Dana M.","I have only ordered delivery from here, but it is super delicious and you can tell that thought is put into the packaging and the creation of the food. 
I...",5,"https://www.yelp.com/biz/dear-mama-new-york-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=86TZlHMR-2M0Zk9fd84t_g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","dear-mama-new-york-2","LjDIqeWnjLR4_Ia9o5MRHg","5o-jorn07AInbmlNlYGC0g","Dear Mama","$",4.5,287,"New York","NY","10029","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7923,-73.9406
"Samantha W.","I came with a friend around 11AM on a Friday and we opted to sit inside since it was a bit chilly out. Before we sat down, we had our temperatures taken and...",5,"https://www.yelp.com/biz/good-thanks-cafe-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=otlf5TUGHzEeFARHmGgfBw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","good-thanks-cafe-new-york","iR_Ndioz2bL-PVB8BQd5uw","vZevXSC1w27dEvXc2EHCEg","Good Thanks Cafe","$$",4.5,207,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7197,-73.9895
"Craig Z.","Note to the barista that made/served my drink: if you don't know what coffee you are serving (i.e. which blend/single origin, roast, etc.) you shouldn't be...",3,"https://www.yelp.com/biz/eleva-coffee-brooklyn-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=pTFlNectOUaMwlht-ithcA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","eleva-coffee-brooklyn-2","Fbio_hP3XGglNvg2fIQzwg","mdm-Ov-6q-dmra0qPPuXTg","Eleva Coffee","NULL",4.5,14,"Brooklyn","NY","11211","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7115,-73.9463
"Mae R.","I love Daytime and am so excited that they've been able to persevere through the pandemic. I'm a Barista and one of my favorite things to do when I'm off...",5,"https://www.yelp.com/biz/daytime-brooklyn-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=gV7vN5F2-dJEZIFz77cH2g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","daytime-brooklyn-2","IX483s7ediqcRgkHY-W65g","aCeHq1ZWKCI_wux0vOW1nA","Daytime","NULL",4.5,50,"Brooklyn","NY","11215","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6586,-73.9781
"Sam C.","This place transports you right back to Italy! If you are depressed about being cooped up in covid times go here for the perfect pick me up! So delicious,...",5,"https://www.yelp.com/biz/lella-alimentari-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=2o7pxu1MBFC7V54S7l5u4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","lella-alimentari-brooklyn","BM4SAUZNYj7bfBsNaGjpBw","UpPXAjKc-CyuCg72chwd3A","Lella Alimentari","$$",4.5,211,"Brooklyn","NY","11211","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7152,-73.9465
"Gina A.","I adore this place. Their interesting drink combinations (especially seasonal specialties), food and pastries are all incredible. Their hojicha maple pie,...",5,"https://www.yelp.com/biz/bird-and-branch-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=j0LLRtG7Obqk0GpLO8Xxng&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","bird-and-branch-new-york","zbaY8nqiXFoAqqXjYSQjbQ","IkyRp47Jpbk_AQ35qlr-eg","Bird & Branch","$$",4.5,273,"New York","NY","10036","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7603,-73.9909
"Annie C.","Such a cute little cafe in a small park where you can grab you quick morning coffee! 

It's small but the workers are super super friendly and caring. This...",5,"https://www.yelp.com/biz/mudpark-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=sCPvO0WiG2UAWXaFecbzcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","mudpark-new-york","hMywMs5H1sNa9aIoyE-6RQ","rF7YK9EubHQ74FwXYmg-eA","Mudpark","$",4.5,35,"New York","NY","10003","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7232,-73.9887
"Laura C.","Delicious, fresh and easy food with healthy/local/vegan options. The staff is super nice and their outdoor area is very pleasant for a street-side dining...",5,"https://www.yelp.com/biz/roots-cafe-brooklyn-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=jhEB0EZI4GonFGdKZXMQ7g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","roots-cafe-brooklyn-3","KsqPvIDFepv57PP6tV5tdA","nqXvLzqzQQTJ2eMPkAcojw","Roots Cafe","$$",4.5,321,"Brooklyn","NY","11215","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6628,-73.9917
"Leroy C.","My time at robin was relaxed. The Staff knowledge of juices put me at ease. My Fav Drink is ABC ( apple, beets, and carrots). 
For an aging fella like...",4,"https://www.yelp.com/biz/robin-cafe-brooklyn-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=IEYb3nDjcNLBSPKQEMKbSA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","robin-cafe-brooklyn-2","RWE5o1lUCrk0wDLiiEgLpA","vADnOTNjEi93Xv5NPY10dQ","ROBIN CAFE","NULL",4.5,2,"Brooklyn","NY","11226","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6558,-73.9533
"Anlan T.","Came back, space is upgraded with a backyard patio. Got a artichoke grilled cheese; it was really goood! Great experience, will definitely come back .

P.S....",5,"https://www.yelp.com/biz/flor-de-azalea-cafe-astoria","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=Kg8B6Hhni0BJcr7YQ1Am1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","flor-de-azalea-cafe-astoria","NPycBV7_acjK1RxWpvIDQg","QjMeljDv9TH5BWzsDfwLVw","Flor de Azalea Cafe","NULL",4.5,48,"Astoria","NY","11106","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7651,-73.9394
"Donovan H.","Worth a try if you're local or make a trip.

It's my local spot!

Safety: All precautions are taken and there is no indoor space for customers at all during...",5,"https://www.yelp.com/biz/super-nice-coffee-and-bakery-new-york-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=P06oFok2nitZEEM0448qUg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","super-nice-coffee-and-bakery-new-york-3","a05OZh3gS-sl-T9b7BWEtA","T5kcIHgs0fBq0GfKjGPG0g","Super Nice Coffee and Bakery","NULL",4.5,75,"New York","NY","10035","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7991,-73.941
"Christy S.","What a cute and ambiance place to go to have a really great cup of real coffee. It is super comfortable and cozy. It is a great place to do some work, talk...",5,"https://www.yelp.com/biz/main-street-coffee-staten-island-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=xPqYN1p7bGJzHTr-TyMetg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","main-street-coffee-staten-island-2","qTiyqgNP04IQhToDW-FVyA","lWxBB2GMjBGLK2DFi-G50Q","Main Street Coffee","NULL",4.5,10,"Staten Island","NY","10307","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.5108,-74.2484
"A.K. L.","I've been going to Astoria Coffee before and after the lockdowns and I'll continue to come here even if I move away from the area. Perfect coffee and great...",5,"https://www.yelp.com/biz/astoria-coffee-astoria","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=NIAYZhioettYB76cV7g_PQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","astoria-coffee-astoria","G2_4EKdV6YQDMs0cXFM9XQ","V0lISq2CcalvgAxAHMLwgA","Astoria Coffee","$",4.5,300,"Astoria","NY","11102","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7671,-73.9225
"Cuiyu W.","the almond croissant was heavenly. flakey and buttery like a croissant should be and the almond filling was perfectly proportioned and delicious. favorite...",5,"https://www.yelp.com/biz/caf%C3%A9-beit-brooklyn-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=PpN6sG0C6JGOLCaqbyMrDg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","caf%C3%A9-beit-brooklyn-3","AeuV_vq3OvxhFqypiKzl-w","RvRvU-xl5PYFrZ0KSU6CUQ","Café Beit","$",4.5,93,"Brooklyn","NY","11249","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7187,-73.9571
"Heather H.","Love the Victorian decor inside. Only been her for breakfast takeout during COVID, but the veggie burrito is fantastic, make sure to get the hot sauce!...",5,"https://www.yelp.com/biz/fiction-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=iopW_yhGwG0Yia-HElW3Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","fiction-brooklyn","tV38XCIUtywW2ZGCFgJFsQ","A8jRnZGiMJiMpfHt8qKV3w","Fiction","$",4.5,89,"Brooklyn","NY","11211","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7072,-73.9537
"Rance Z.","So I think I had walked by here a few times and, being in a rush, didn't have it click that it was not part of the neighboring restaurant- how embarrassing...",5,"https://www.yelp.com/biz/ix-restaurant-brooklyn-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=2yFPlpn2JyZkbzElq2RFrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","ix-restaurant-brooklyn-3","FmV8rduy7MFsXm0xjZsweA","mv4A3Yl90ZLONO03ksqRrg","Ix Restaurant","$$",4.5,149,"Brooklyn","NY","11225","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6609,-73.9614
"mike y.","Soft serve Matcha. So damn good. I think it's the same if not better than the soft serve Matcha Love at Mitsuwa Edgewater.

I'm so happy to have discovered...",4,"https://www.yelp.com/biz/creme-new-york-2","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=fPfPVta5uqDzqcuS8h3LTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","creme-new-york-2","sBVEa9NU5dOpn4BeE3a8Vg","cZtBqsdejvZPrz9XEy9GQw","Creme","NULL",4.5,13,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7158,-73.9898
"Sarah B.","I really appreciate how easy this places for coffee. Simple steps from the subway and bus, or an easy walk if you're in the neighborhood. They're doing...",5,"https://www.yelp.com/biz/cup-of-brooklyn-brooklyn","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=BJtNCA3kUlRsbu0k4IsjAA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","cup-of-brooklyn-brooklyn","b2tsUonUriOLRrIdVUp3SQ","QxiSoPQeiiy_tx3vkRJYwg","Cup of Brooklyn","$$",4.5,142,"Brooklyn","NY","11221","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6895,-73.9226
"Anisa A.","Such a sweet little find. It feels like a treasure for the locals here.
Great coffee, excellent service and menu. Lots of cookies, pastries and treats sold...",5,"https://www.yelp.com/biz/henrys-local-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=ItkZgysFhhvrbYwWcP-0rw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","henrys-local-new-york","AdnL1ZEYB3S2a8iWzQJSyA","2eMdyBHmDYavYlt9P8YTDw","Henry's Local","$",4.5,61,"New York","NY","11231","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6817,-74.0008
"Chris Y.","CAT CAFE! 

A cafe and also a cat adoption centre. To play with the cats, its $20 an hour. Its located behind a glass mirror at the end of the cafe.

Staff...",5,"https://www.yelp.com/biz/koneko-new-york-3","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=lY15vcrB9dRsc0SfpZVFJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","koneko-new-york-3","w6BkjniQXwqs0jyRq5F4HQ","zi_TJRxi0WzADbbI6Jcz3A","Koneko","$$",4.5,281,"New York","NY","10002","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7204,-73.9841
"Dana M.","Wow, I am embarrassed to say that I have lived in the area for 5+ years and have only just visited this coffee shop. It is a very small shop off of 10th...",5,"https://www.yelp.com/biz/the-jolly-goat-coffee-bar-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=n9vVFk-bxY1mWqUhsFTK6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","the-jolly-goat-coffee-bar-new-york","fUL2UYdNjlxrXlkaIV428A","QH9vS9_Q5um3b8sZntZiyw","The Jolly Goat Coffee Bar","$",4.5,351,"New York","NY","10036","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7634,-73.9939
"Hunter S.","I've eaten here a couple of times, each time has been delivery.  Always fast, always hot.  I ordered the triple decker croque madame.  It's on a made from...",5,"https://www.yelp.com/biz/demitasse-coffee-and-tea-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=TABY_VN1NZCq78ZyvAQSPA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","demitasse-coffee-and-tea-new-york","x128vT1dyoklLG2RdagCpQ","JlxQM-azQzUECbwqDv3iTg","Demitasse Coffee & Tea","$$",4.5,103,"New York","NY","10025","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.8003,-73.9619
"Marissa S.","Solid drip coffee, great macchiato and quick friendly service on a weekday morning. They had some food options available as well but didn't try this time...",5,"https://www.yelp.com/biz/kings-street-coffee-new-york","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=bv5OHtdN9-W4RO4_KVRwww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","kings-street-coffee-new-york","-q6PQPt4a-Cws-ePsLRBIQ","7Ksn_bVJ3O2mWXRGMKpzTw","King's Street Coffee","$$",4.5,100,"New York","NY","10001","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.7478,-73.9907
"Helen A.","I should give credit where credit is due and this place is legit solely based on their incredible customer service. So, I was totally surprised I never...",5,"https://www.yelp.com/biz/1080-brew-ridgewood","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&hrid=E4dONmT5QiUnRwv3XvWkhQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_reviews&utm_source=SQ3SyM_wbzFDMvSqxv9K6A","1080-brew-ridgewood","N3wht7YjVrAsSBfn3jchHQ","GqcTRG5saxT8Db2ViYLheA","1080 Brew","$$",4.5,31,"Ridgewood","NY","11385","adjust_creative=SQ3SyM_wbzFDMvSqxv9K6A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SQ3SyM_wbzFDMvSqxv9K6A",40.6943,-73.9027
